502,368,526,362,502,368,502,368,
503,368,532,376,503,368,503,368,
504,368,538,389,504,368,504,368,
505,368,544,400,505,368,505,368,
506,368,548,410,506,368,506,368,
507,368,551,419,507,368,507,368,
508,368,552,426,508,368,508,368,
509,368,553,432,509,368,509,368,
510,368,552,436,510,368,510,368,
510,368,549,438,510,368,510,368,
511,368,545,438,511,368,511,368,
512,367,540,436,512,367,512,367,
513,367,533,432,513,367,513,367,
514,367,526,426,514,367,514,367,
515,367,518,419,515,367,515,367,
515,367,509,410,515,367,515,367,
516,366,499,400,516,366,516,366,
517,366,490,389,517,366,517,366,
518,366,480,376,518,366,518,366,
519,366,469,362,519,366,519,366,
519,365,469,362,519,365,519,365,
520,365,470,363,526,362,520,365,
521,365,472,363,532,376,521,365,
522,364,473,363,538,389,522,364,
522,364,474,364,544,400,522,364,
523,364,475,364,548,410,523,364,
524,363,476,364,551,419,524,363,
524,363,477,365,552,426,524,363,
525,363,478,365,553,432,525,363,
526,362,480,365,552,436,526,362,
526,362,481,366,549,438,526,362,
527,361,482,366,545,438,527,361,
528,361,483,366,540,436,528,361,
528,360,484,366,533,432,528,360,
529,360,485,367,526,426,529,360,
530,360,486,367,518,419,530,360,
530,359,487,367,509,410,530,359,
531,359,488,367,499,400,531,359,
531,358,489,367,490,389,531,358,
532,357,490,368,480,376,532,357,
532,357,491,368,469,362,532,357,
533,356,492,368,469,362,533,356,
534,356,493,368,470,363,526,362,
534,355,494,368,472,363,532,376,
535,355,495,368,473,363,538,389,
535,354,496,368,474,364,544,400,
536,353,497,368,475,364,548,410,
536,353,498,368,476,364,551,419,
536,352,499,368,477,365,552,426,
537,351,500,368,478,365,553,432,
537,351,501,368,480,365,552,436,
538,350,502,368,481,366,549,438,
538,349,503,368,482,366,545,438,
539,348,504,368,483,366,540,436,
539,348,505,368,484,366,533,432,
539,347,506,368,485,367,526,426,
540,346,507,368,486,367,518,419,
540,345,508,368,487,367,509,410,
540,344,509,368,488,367,499,400,
541,344,510,368,489,367,490,389,
541,344,510,368,490,368,480,376,
541,344,511,368,491,368,469,362,
541,344,512,367,492,368,469,362,
526,362,513,367,493,368,470,363,
532,376,514,367,494,368,472,363,
538,389,515,367,495,368,473,363,
544,400,515,367,496,368,474,364,
548,410,516,366,497,368,475,364,
551,419,517,366,498,368,476,364,
552,426,518,366,499,368,477,365,
553,432,519,366,500,368,478,365,
552,436,519,365,501,368,480,365,
549,438,520,365,502,368,481,366,
545,438,521,365,503,368,482,366,
540,436,522,364,504,368,483,366,
533,432,522,364,505,368,484,366,
526,426,523,364,506,368,485,367,
518,419,524,363,507,368,486,367,
509,410,524,363,508,368,487,367,
499,400,525,363,509,368,488,367,
490,389,526,362,510,368,489,367,
480,376,526,362,510,368,490,368,
469,362,526,362,511,368,491,368,
469,362,526,362,512,367,492,368,
470,363,526,362,513,367,493,368,
472,363,532,376,514,367,494,368,
473,363,538,389,515,367,495,368,
474,364,544,400,515,367,496,368,
475,364,548,410,516,366,497,368,
476,364,551,419,517,366,498,368,
477,365,552,426,518,366,499,368,
478,365,553,432,519,366,500,368,
480,365,552,436,519,365,501,368,
481,366,549,438,520,365,502,368,
482,366,545,438,521,365,503,368,
483,366,540,436,522,364,504,368,
484,366,533,432,522,364,505,368,
485,367,526,426,523,364,506,368,
486,367,518,419,524,363,507,368,
487,367,509,410,524,363,508,368,
488,367,499,400,525,363,509,368,
489,367,490,389,526,362,510,368,
490,368,480,376,526,362,510,368,
491,368,469,362,526,362,511,368,
492,368,469,362,526,362,512,367,
493,368,470,363,526,362,513,367,
494,368,472,363,532,376,514,367,
495,368,473,363,538,389,515,367,
496,368,474,364,544,400,515,367,
497,368,475,364,548,410,516,366,
498,368,476,364,551,419,517,366,
499,368,477,365,552,426,518,366,
500,368,478,365,553,432,519,366,
501,368,480,365,552,436,519,365,
502,368,481,366,549,438,520,365,
503,368,482,366,545,438,521,365,
504,368,483,366,540,436,522,364,
505,368,484,366,533,432,522,364,
506,368,485,367,526,426,523,364,
507,368,486,367,518,419,524,363,
508,368,487,367,509,410,524,363,
509,368,488,367,499,400,525,363,
510,368,489,367,490,389,526,362,
510,368,490,368,480,376,526,362,
511,368,491,368,469,362,526,362,
512,367,492,368,469,362,526,362,
513,367,493,368,470,363,526,362,
514,367,494,368,472,363,532,376,
515,367,495,368,473,363,538,389,
515,367,496,368,474,364,544,400,
516,366,497,368,475,364,548,410,
517,366,498,368,476,364,551,419,
518,366,499,368,477,365,552,426,
519,366,500,368,478,365,553,432,
519,365,501,368,480,365,552,436,
520,365,502,368,481,366,549,438,
521,365,503,368,482,366,545,438,
522,364,504,368,483,366,540,436,
522,364,505,368,484,366,533,432,
523,364,506,368,485,367,526,426,
524,363,507,368,486,367,518,419,
524,363,508,368,487,367,509,410,
525,363,509,368,488,367,499,400,
526,362,510,368,489,367,490,389,
526,362,510,368,490,368,480,376,
526,362,511,368,491,368,469,362,
526,362,512,367,492,368,469,362,
526,362,513,367,493,368,470,363,
532,376,514,367,494,368,472,363,
538,389,515,367,495,368,473,363,
544,400,515,367,496,368,474,364,
548,410,516,366,497,368,475,364,
551,419,517,366,498,368,476,364,
552,426,518,366,499,368,477,365,
553,432,519,366,500,368,478,365,
